Invoice/Item Number,Date,Store Number,Store Name,Address,City,County,Category,Category Name,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),year,month
INV-06736800126,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032200.0,Imported Flavored Vodka,DIAGEO AMERICAS,64715,Ciroc Peach,12,1000,$22.74,$34.11,4,$409.32,4.0,2017,8
INV-06736800127,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082000.0,Imported Cordials & Liqueurs,Patron Spirits Company,64736,Citronge,12,750,$13.75,$20.63,15,$247.56,11.25,2017,8
INV-06736800128,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082000.0,Imported Cordials & Liqueurs,REMY COINTREAU USA INC,64776,Cointreau Liqueur,12,750,$19.99,$29.99,2,$359.88,1.5,2017,8
INV-06736800129,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082000.0,Imported Cordials & Liqueurs,DIAGEO AMERICAS,64816,Romana Black Sambuca,12,750,$13.57,$20.36,1,$244.32,0.75,2017,8
INV-06736800130,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082000.0,Imported Cordials & Liqueurs,William Grant & Sons Inc,64876,Drambuie Liqueur,12,750,$21.00,$31.50,1,$378.00,0.75,2017,8
INV-06736800131,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032200.0,Imported Flavored Vodka,DIAGEO AMERICAS,64914,Ciroc Mango,12,750,$18.49,$27.74,1,$332.82,0.75,2017,8
INV-06736800132,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082000.0,Imported Cordials & Liqueurs,Skyy Spirits Inc,65127,Grand Marnier Cordon Rouge,12,1000,$25.55,$38.33,1,$459.96,1.0,2017,8
INV-06736800133,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082000.0,Imported Cordials & Liqueurs,DIAGEO AMERICAS,66636,Romana Sambuca Italian Liquore,12,750,$13.50,$20.25,1,$243.00,0.75,2017,8
INV-06736800134,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082000.0,Imported Cordials & Liqueurs,William Grant & Sons Inc,66810,Solerno Blood Orange Liqueur,6,750,$18.00,$27.00,1,$162.00,0.75,2017,8
INV-06736800135,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082000.0,Imported Cordials & Liqueurs,BACARDI USA INC,66836,St. Germain,6,750,$20.00,$30.00,1,$180.00,0.75,2017,8
INV-06736800136,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082000.0,Imported Cordials & Liqueurs,Gemini Spirits,66936,Grangala Triple Orange Liqueur,12,750,$11.02,$16.53,2,$188.28,1.5,2017,8
INV-06736800137,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081600.0,Whiskey Liqueur,DIAGEO AMERICAS,67267,Yukon Jack Canadian Liqueur,12,1000,$11.75,$17.63,1,$211.56,1.0,2017,8
INV-06736800138,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082000.0,Imported Cordials & Liqueurs,Skyy Spirits Inc,67487,Grand Marnier Raspberry Peach,12,750,$23.31,$34.97,1,$34.97,0.75,2017,8
INV-06736800139,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081100.0,Coffee Liqueurs,PERNOD RICARD USA,67527,Kahlua Coffee Liqueur,12,1000,$14.99,$22.49,2,$269.88,2.0,2017,8
INV-06736800140,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081100.0,Coffee Liqueurs,Jim Beam Brands,67557,Kamora Coffee Liqueur,12,1000,$8.39,$12.59,1,$151.08,1.0,2017,8
INV-06736800141,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081200.0,Cream Liqueurs,DIAGEO AMERICAS,68037,Bailey's Original Irish Cream,12,1000,$16.50,$24.75,2,$297.00,2.0,2017,8
INV-06736800142,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082200.0,Imported Schnapps,SAZERAC COMPANY  INC,69657,Dr. Mcgillicuddy's Mentholmint,12,1000,$11.00,$16.50,3,$198.00,3.0,2017,8
INV-06736800143,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082200.0,Imported Schnapps,SAZERAC COMPANY  INC,69667,Dr. Mcgillicuddy's Vanilla,12,1000,$11.00,$16.50,1,$198.00,1.0,2017,8
INV-06736800144,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082200.0,Imported Schnapps,DIAGEO AMERICAS,69947,Rumple Minze Peppermint Schnapps Liqueur,12,1000,$15.75,$23.63,8,$283.56,8.0,2017,8
INV-06736800145,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081200.0,Cream Liqueurs,Mhw LTD,73053,Rumchata,6,1000,$16.34,$24.51,2,$147.06,2.0,2017,8
INV-06736800146,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1091100.0,American Distilled Spirit Specialty,Heaven Hill Brands,73748,Evan Williams Peach,12,750,$7.94,$11.91,1,$11.91,0.75,2017,8
INV-06736800147,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1092000.0,Imported Distilled Spirits Specialty,LUXCO INC,75087,Juarez Gold Dss,12,1000,$4.92,$7.38,1,$88.56,1.0,2017,8
INV-06736800148,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081300.0,American Cordials & Liqueur,Prestige Wine & Spirits Group,75211,Kinky Liqueur,12,750,$10.00,$15.00,1,$180.00,0.75,2017,8
INV-06736800149,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081300.0,American Cordials & Liqueur,Prestige Wine & Spirits Group,75226,Kinky Red Liqueur,12,750,$10.00,$15.00,1,$15.00,0.75,2017,8
INV-06736800150,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1091300.0,Neutral Grain Spirits Flavored,PIEDMONT DISTILLERS INC,76038,Midnight Moon Cherry,6,750,$11.50,$17.25,1,$17.25,0.75,2017,8
INV-06736800151,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1091300.0,Neutral Grain Spirits Flavored,PIEDMONT DISTILLERS INC,76040,Midnight Moon Strawberry,6,750,$11.50,$17.25,1,$17.25,0.75,2017,8
INV-06736800152,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081300.0,American Cordials & Liqueur,Heaven Hill Brands,76478,Pama Pomegranate Liqueur,6,750,$9.83,$14.75,2,$88.50,1.5,2017,8
INV-06736800153,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081300.0,American Cordials & Liqueur,LUXCO INC,76487,Paramount Amaretto,12,1000,$4.05,$6.08,2,$72.96,2.0,2017,8
INV-06736800154,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,DIAGEO AMERICAS,77375,Smirnoff Sorbet Light Mango Passion Fruit,12,750,$8.25,$12.38,3,$12.38,2.25,2017,8
INV-06736800155,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1092000.0,Imported Distilled Spirits Specialty,SAZERAC COMPANY  INC,77487,Tortilla Gold Dss,12,1000,$4.51,$6.77,6,$81.24,6.0,2017,8
INV-06736800156,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,DIAGEO AMERICAS,77637,Smirnoff Cherry,12,750,$8.25,$12.38,1,$148.56,0.75,2017,8
INV-06736800157,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,DIAGEO AMERICAS,77683,Smirnoff Kissed Caramel,12,750,$8.25,$12.38,1,$148.56,0.75,2017,8
INV-06736800158,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,DIAGEO AMERICAS,77709,Smirnoff Peach,12,750,$8.25,$12.38,2,$148.56,1.5,2017,8
INV-06736800159,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,DIAGEO AMERICAS,77714,Smirnoff Pineapple,12,750,$8.25,$12.38,1,$148.56,0.75,2017,8
INV-06736800160,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031100.0,American Vodkas,DIAGEO AMERICAS,77719,Smirnoff Pomegranate,12,750,$8.25,$12.38,1,$148.56,0.75,2017,8
INV-06736800161,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,DIAGEO AMERICAS,77741,Smirnoff Raspberry,12,1000,$9.25,$13.88,1,$166.56,1.0,2017,8
INV-06736800162,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,DIAGEO AMERICAS,77848,Smirnoff Vanilla,12,1000,$9.25,$13.88,1,$166.56,1.0,2017,8
INV-06736800163,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,DIAGEO AMERICAS,77889,Smirnoff Ruby Red Grapefruit,12,750,$8.25,$12.38,1,$12.38,0.75,2017,8
INV-06736800164,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,LUXCO INC,80577,Arrow Peppermint Schnapps,12,1000,$3.84,$5.76,1,$69.12,1.0,2017,8
INV-06736800165,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,Jim Beam Brands,80687,Dekuyper Blustery Peppermint Burst Schnapps,12,1000,$7.87,$11.81,1,$141.72,1.0,2017,8
INV-06736800166,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,LUXCO INC,81207,Paramount Peppermint Schnapps,12,1000,$4.06,$6.09,1,$73.08,1.0,2017,8
INV-06736800167,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,LUXCO INC,82127,Arrow Peach Schnapps,12,1000,$5.00,$7.50,2,$90.00,2.0,2017,8
INV-06736800168,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,LUXCO INC,82147,Arrow Raspberry Schnapps,12,1000,$5.00,$7.50,1,$90.00,1.0,2017,8
INV-06736800169,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,Jim Beam Brands,82607,Dekuyper Sour Apple,12,1000,$7.87,$11.81,1,$141.72,1.0,2017,8
INV-06736800170,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,Jim Beam Brands,82627,Dekuyper Cherry Pucker,12,1000,$7.87,$11.81,1,$141.72,1.0,2017,8
INV-06736800171,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,Jim Beam Brands,82637,Dekuyper Grape Pucker,12,1000,$7.87,$11.81,6,$141.72,6.0,2017,8
INV-06736800172,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,Jim Beam Brands,82787,Dekuyper Buttershots,12,1000,$7.87,$11.81,1,$141.72,1.0,2017,8
INV-06736800173,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,Jim Beam Brands,82847,Dekuyper Peachtree,12,1000,$7.87,$11.81,7,$141.72,7.0,2017,8
INV-06736800174,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,Jim Beam Brands,82867,Dekuyper Watermelon Pucker,12,1000,$7.87,$11.81,4,$141.72,4.0,2017,8
INV-06736800175,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081300.0,American Cordials & Liqueur,Jim Beam Brands,85526,Dekuyper Signature Blue Curacao,12,750,$5.25,$7.88,1,$94.56,0.75,2017,8
INV-06736800176,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081300.0,American Cordials & Liqueur,LUXCO INC,85606,Paramount Blue Curacao,12,750,$5.00,$7.50,1,$90.00,0.75,2017,8
INV-06736800177,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081500.0,Triple Sec,Jim Beam Brands,86112,Dekuyper Triple Sec,12,1000,$2.33,$3.50,1,$42.00,1.0,2017,8
INV-06736800178,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081500.0,Triple Sec,SAZERAC COMPANY  INC,86637,Tortilla Triple Sec,12,1000,$3.01,$4.52,1,$54.24,1.0,2017,8
INV-06736800179,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011400.0,Tennessee Whiskies,Brown Forman Corp.,86693,Jack Daniel's Tennessee Fire,12,1000,$18.89,$28.34,2,$340.08,2.0,2017,8
INV-06736800180,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081600.0,Whiskey Liqueur,SAZERAC COMPANY  INC,86887,Southern Comfort,12,1000,$12.97,$19.46,2,$233.52,2.0,2017,8
INV-06736800181,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,PERNOD RICARD USA,87150,Avion Silver,6,750,$26.98,$40.47,1,$242.82,0.75,2017,8
INV-06736800182,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,PROXIMO,87416,Jose Cuervo Tradicional Silver,12,750,$11.52,$17.28,1,$207.36,0.75,2017,8
INV-06736800183,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,Brown Forman Corp.,87586,El Jimador Silver Tequila,12,750,$11.65,$17.48,1,$209.76,0.75,2017,8
INV-06736800184,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022100.0,Mixto Tequila,LUXCO INC,87937,Juarez Tequila Silver,12,1000,$6.92,$10.38,3,$124.56,3.0,2017,8
INV-06736800185,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022100.0,Mixto Tequila,SAZERAC NORTH AMERICA,88147,Montezuma White Tequila,12,1000,$7.02,$10.53,1,$126.36,1.0,2017,8
INV-06736800186,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,PERNOD RICARD USA,88186,Olmeca Altos Plata,6,750,$12.49,$18.74,1,$112.44,0.75,2017,8
INV-06736800187,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,Patron Spirits Company,88296,Patron Tequila Silver,12,750,$27.00,$40.50,35,$486.00,26.25,2017,8
INV-06736800188,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,Patron Spirits Company,88298,Patron Tequila Silver,3,1750,$58.00,$87.00,1,$261.00,1.75,2017,8
INV-06736800189,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,Jim Beam Brands,88536,Sauza Blue Silver,12,750,$9.97,$14.96,1,$179.52,0.75,2017,8
INV-06736800190,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,Jim Beam Brands,88548,Hornitos Plata,12,750,$12.07,$18.11,1,$217.32,0.75,2017,8
INV-06736800191,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022100.0,Mixto Tequila,SAZERAC COMPANY  INC,88767,Tortilla White Tequila,12,1000,$6.64,$9.96,1,$119.52,1.0,2017,8
INV-06736800192,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,DIAGEO AMERICAS,89154,Don Julio Reposado,6,750,$29.99,$44.99,2,$269.94,1.5,2017,8
INV-06736800193,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,Mhw LTD,89177,Casamigos Reposado,6,750,$27.84,$41.76,1,$41.76,0.75,2017,8
INV-06736800194,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022100.0,Mixto Tequila,PROXIMO,89197,Jose Cuervo Especial Reposado Tequila,12,1000,$13.00,$19.50,8,$234.00,8.0,2017,8
INV-06736800195,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,PROXIMO,89207,1800 Reposado,6,1000,$15.46,$23.19,7,$139.14,7.0,2017,8
INV-06736800196,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,PROXIMO,89215,Jose Cuervo Tradicional Reposado Tequila,12,750,$15.42,$23.13,1,$277.56,0.75,2017,8
INV-06736800197,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,Brown Forman Corp.,89339,Herradura Reposado,6,750,$24.49,$36.74,6,$220.44,4.5,2017,8
INV-06736800198,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022100.0,Mixto Tequila,LUXCO INC,89447,La Prima Tequila/gold,12,1000,$6.59,$9.89,6,$118.68,6.0,2017,8
INV-06736800199,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,Heaven Hill Brands,89468,Lunazul Reposado,12,750,$9.42,$14.13,1,$169.56,0.75,2017,8
INV-06736800200,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022100.0,Mixto Tequila,SAZERAC NORTH AMERICA,89577,Montezuma Gold Tequila,12,1000,$7.02,$10.53,3,$126.36,3.0,2017,8
INV-06736800201,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022100.0,Mixto Tequila,Jim Beam Brands,89787,Sauza Gold,12,1000,$11.55,$17.33,1,$207.96,1.0,2017,8
INV-06736900001,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031100.0,American Vodkas,DIAGEO AMERICAS,37991,Smirnoff Vodka 80 Prf Mini,12,500,$7.47,$11.21,1,$134.52,0.5,2017,8
INV-06736900002,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031100.0,American Vodkas,FIFTH GENERATION INC,38180,Titos Handmade Mini,5,600,$12.80,$19.20,1,$96.00,0.6,2017,8
INV-06736900003,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081600.0,Whiskey Liqueur,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,$29.72,$44.58,6,$44.58,18.0,2017,8
INV-06736900004,08/17/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011600.0,Straight Rye Whiskies,Infinium Spirits,27102,Templeton 4YR Rye,6,750,$18.09,$27.14,1,$162.84,0.75,2017,8
INV-06763200001,08/18/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031100.0,American Vodkas,DIAGEO AMERICAS,37997,Smirnoff Vodka 80 Prf,12,1000,$9.25,$13.88,1,$166.56,1.0,2017,8
INV-06786000001,08/21/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,SAZERAC COMPANY  INC,922036,HA Weller Antique Bourbon,12,750,$11.50,$17.25,2,$17.25,1.5,2017,8
INV-06786100001,08/21/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1901200.0,Special Order Items,Fredrick Wildman & Son,902536,Chartreuse Yellow,12,750,$31.13,$46.70,1,$560.40,0.75,2017,8
INV-06786100002,08/21/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1901200.0,Special Order Items,Phillips Beverage,903661,Phillips Butterscotch Schnapps,12,750,$4.00,$6.00,2,$72.08,1.5,2017,8
INV-06786100003,08/21/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1901200.0,Special Order Items,William Grant & Sons Inc,903592,Tullamore Dew 12yr Irish Whiskey,6,750,$24.00,$36.00,2,$216.00,1.5,2017,8
INV-06786100004,08/21/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,McCormick Distilling Co.,939900,360 Red Delicious Apple Vodka,12,750,$7.00,$10.50,2,$126.00,1.5,2017,8
INV-06786100005,08/21/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,McCormick Distilling Co.,903369,Hussong's Reposado Tequila 100% Agave,6,750,$20.00,$30.00,2,$180.00,1.5,2017,8
INV-06786200001,08/21/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012300.0,Single Malt Scotch,William Grant & Sons Inc,4367,Balvenie Caribbean Cask 14yr,6,750,$39.96,$59.94,4,$59.94,3.0,2017,8
INV-06786200002,08/21/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012300.0,Single Malt Scotch,PERNOD RICARD USA,5037,Glenlivet 12 Yr Malt Scotch,12,1000,$28.48,$42.72,1,$512.64,1.0,2017,8
INV-06786200003,08/21/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012300.0,Single Malt Scotch,DIAGEO AMERICAS,5430,Lagavulin 16yr Single Malt Scotch,12,750,$50.49,$75.74,1,$75.74,0.75,2017,8
INV-06786200004,08/21/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012300.0,Single Malt Scotch,DIAGEO AMERICAS,6206,Talisker 10YR,12,750,$35.50,$53.25,1,$53.25,0.75,2017,8
INV-06786200005,08/21/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012100.0,Canadian Whiskies,CONSTELLATION BRANDS INC,10550,Black Velvet Toasted Caramel,12,750,$6.75,$10.13,1,$121.56,0.75,2017,8
INV-06786200006,08/21/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012100.0,Canadian Whiskies,Jim Beam Brands,10627,Canadian Club Whisky,12,1000,$9.71,$14.57,1,$174.84,1.0,2017,8
INV-06786200007,08/21/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012100.0,Canadian Whiskies,DIAGEO AMERICAS,10807,Crown Royal Regal Apple,12,750,$15.59,$23.39,7,$280.68,5.25,2017,8
INV-06786200008,08/21/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012100.0,Canadian Whiskies,DIAGEO AMERICAS,11297,Crown Royal Canadian Whisky,12,1000,$18.89,$28.34,30,$340.08,30.0,2017,8
INV-06786200009,08/21/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012100.0,Canadian Whiskies,CONSTELLATION BRANDS INC,11777,Black Velvet,12,1000,$6.63,$9.95,3,$119.40,3.0,2017,8
INV-06786200010,08/21/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012100.0,Canadian Whiskies,LUXCO INC,13037,Canadian Reserve Whisky,12,1000,$5.31,$7.97,1,$7.97,1.0,2017,8
INV-06786200011,08/21/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012400.0,Irish Whiskies,Phillips Beverage,15604,Hell Cat Maggie,12,750,$12.49,$18.74,1,$18.74,0.75,2017,8
INV-06786200012,08/21/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,Jim Beam Brands,16676,Basil Hayden 8YR,6,750,$21.00,$31.50,1,$189.00,0.75,2017,8
INV-06786200013,08/21/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,LUXCO INC,16987,Bourbon Supreme Bourbon,12,1000,$4.70,$7.05,1,$7.05,1.0,2017,8
INV-06786200014,08/21/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,DIAGEO AMERICAS,17087,Bulleit,12,1000,$19.99,$29.99,1,$359.88,1.0,2017,8
INV-06786200015,08/21/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,DIAGEO AMERICAS,17090,Bulleit Bourbon 10YR,12,750,$23.00,$34.50,3,$34.50,2.25,2017,8
INV-06786200016,08/21/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,CEDAR RIDGE VINEYARDS LL,17206,Cedar Ridge Bourbon,6,750,$18.10,$27.15,2,$162.90,1.5,2017,8
